tab 	er_locations
plate_block	location_type	er_citation_names	continent_ocean	country	location_begin_lon	er_location_name	location_end_lat	location_begin_lat	location_end_lon
Laurentia	Land Section	This study	North America	Canada	272.338	Simpson Island	48.7363	48.8122	272.3038
>>>>>>>>>>
tab 	er_samples
sample_dip	er_citation_names	sample_lithology	er_site_name	er_sample_name	sample_description	sample_lat	er_location_name	sample_type	magic_method_codes	sample_azimuth	sample_lon	sample_class
-74	This study	Basalt	SI2b(10.5 to 10.6)	SI2b-10.63	oriented core	48.792	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	180.0	272.3454	Igneous : Extrusive
-50	This study	Basalt	SI2b(2.2 to 2.6)	SI2b-2.2	oriented core	48.7921	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	202.0	272.3454	Igneous : Extrusive
-43	This study	Basalt	SI2b(2.2 to 2.6)	SI2b-2.3	oriented core	48.7921	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	64.0	272.3454	Igneous : Extrusive
-68	This study	Basalt	SI2b(2.2 to 2.6)	SI2b-2.38	oriented core	48.7921	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	186.0	272.3454	Igneous : Extrusive
-60	This study	Basalt	SI2b(2.2 to 2.6)	SI2b-2.42	oriented core	48.7921	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	190.0	272.3454	Igneous : Extrusive
-69	This study	Basalt	SI2b(2.2 to 2.6)	SI2b-2.46	oriented core	48.7921	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	221.0	272.3454	Igneous : Extrusive
-75	This study	Basalt	SI2b(2.2 to 2.6)	SI2b-2.5	oriented core	48.7921	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	186.0	272.3454	Igneous : Extrusive
-76	This study	Basalt	SI2b(2.2 to 2.6)	SI2b-2.53	oriented core	48.7921	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	186.0	272.3454	Igneous : Extrusive
-76	This study	Basalt	SI2b(2.2 to 2.6)	SI2b-2.57	oriented core	48.7921	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	182.0	272.3454	Igneous : Extrusive
-77	This study	Basalt	SI2b(2.2 to 2.6)	SI2b-2.6	oriented core	48.7921	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	193.0	272.3454	Igneous : Extrusive
-79	This study	Basalt	SI2b(2.2 to 2.6)	SI2b-2.61	oriented core	48.7921	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	178.0	272.3454	Igneous : Extrusive
-44	This study	Basalt	SI2c(0.0 to 2.1)	SI2c-0.15	oriented core	48.7903	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	300.0	272.3455	Igneous : Extrusive
-20	This study	Basalt	SI2c(0.0 to 2.1)	SI2c-0.35	oriented core	48.7903	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	253.0	272.3455	Igneous : Extrusive
-42	This study	Basalt	SI2c(0.0 to 2.1)	SI2c-0.45	oriented core	48.7903	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	183.0	272.3455	Igneous : Extrusive
-41	This study	Basalt	SI2c(0.0 to 2.1)	SI2c-0.5	oriented core	48.7903	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	179.0	272.3455	Igneous : Extrusive
-37	This study	Basalt	SI2c(0.0 to 2.1)	SI2c-0.55	oriented core	48.7903	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	187.0	272.3455	Igneous : Extrusive
-16	This study	Basalt	SI2c(0.0 to 2.1)	SI2c-1.0	oriented core	48.7903	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	131.0	272.3455	Igneous : Extrusive
-48	This study	Basalt	SI2c(2.1 to 18.6)	SI2c-3.0	oriented core	48.7902	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	197.0	272.3455	Igneous : Extrusive
-51	This study	Basalt	SI2c(2.1 to 18.6)	SI2c-3.05	oriented core	48.7902	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	195.0	272.3455	Igneous : Extrusive
-44	This study	Basalt	SI2c(2.1 to 18.6)	SI2c-3.15	oriented core	48.7902	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	196.0	272.3455	Igneous : Extrusive
-31	This study	Basalt	SI2c(2.1 to 18.6)	SI2c-4.7	oriented core	48.7902	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	232.0	272.3455	Igneous : Extrusive
-16	This study	Basalt	SI2c(2.1 to 18.6)	SI2c-4.8	oriented core	48.7902	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	229.0	272.3455	Igneous : Extrusive
-37	This study	Basalt	SI2c(2.1 to 18.6)	SI2c-6.3	oriented core	48.7902	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	193.0	272.3455	Igneous : Extrusive
-66	This study	Basalt	SI3(103.3 to 110.3)	SI3-103.4	oriented core	48.7799	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	201.0	272.3705	Igneous : Extrusive
-67	This study	Basalt	SI3(103.3 to 110.3)	SI3-103.5	oriented core	48.7799	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	217.0	272.3705	Igneous : Extrusive
-72	This study	Basalt	SI3(103.3 to 110.3)	SI3-103.9	oriented core	48.7799	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	259.0	272.3705	Igneous : Extrusive
-73	This study	Basalt	SI3(103.3 to 110.3)	SI3-103.95	oriented core	48.7799	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	265.0	272.3705	Igneous : Extrusive
-70	This study	Basalt	SI3(103.3 to 110.3)	SI3-104.3	oriented core	48.7799	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	187.0	272.3705	Igneous : Extrusive
-75	This study	Basalt	SI3(103.3 to 110.3)	SI3-104.4	oriented core	48.7799	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	188.0	272.3705	Igneous : Extrusive
-38	This study	Basalt	SI3(12.5 to 20.1)	SI3-12.95	oriented core	48.7823	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	178.0	272.3682	Igneous : Extrusive
-14	This study	Basalt	SI3(124.8 to 130.4)	SI3-126.9	oriented core	48.7791	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	269.0	272.3708	Igneous : Extrusive
-23	This study	Basalt	SI3(124.8 to 130.4)	SI3-127.1	oriented core	48.7791	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	288.0	272.3708	Igneous : Extrusive
-20	This study	Basalt	SI3(124.8 to 130.4)	SI3-127.3	oriented core	48.7791	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	289.0	272.3708	Igneous : Extrusive
-58	This study	Basalt	SI3(124.8 to 130.4)	SI3-129.3	oriented core	48.7791	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	210.0	272.3708	Igneous : Extrusive
-34	This study	Basalt	SI3(124.8 to 130.4)	SI3-129.45	oriented core	48.7791	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	319.0	272.3708	Igneous : Extrusive
-29	This study	Basalt	SI3(12.5 to 20.1)	SI3-13.05	oriented core	48.7823	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	158.0	272.3682	Igneous : Extrusive
-55	This study	Basalt	SI3(12.5 to 20.1)	SI3-13.2	oriented core	48.7823	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	192.0	272.3682	Igneous : Extrusive
-69	This study	Basalt	SI3(12.5 to 20.1)	SI3-16.3	oriented core	48.7823	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	125.0	272.3682	Igneous : Extrusive
-49	This study	Basalt	SI3(12.5 to 20.1)	SI3-16.4	oriented core	48.7823	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	177.0	272.3682	Igneous : Extrusive
-24	This study	Basalt	SI3(12.5 to 20.1)	SI3-18.75	oriented core	48.7823	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	304.0	272.3682	Igneous : Extrusive
-31	This study	Basalt	SI3(12.5 to 20.1)	SI3-18.8	oriented core	48.7823	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	335.0	272.3682	Igneous : Extrusive
-43	This study	Basalt	SI3(12.5 to 20.1)	SI3-19.9	oriented core	48.7823	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	226.0	272.3682	Igneous : Extrusive
-63	This study	Basalt	SI3(20.1 to 28.9)	SI3-20.4	oriented core	48.7822	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	189.0	272.3684	Igneous : Extrusive
	This study	Basaltic Lava	SI3(20.1 to 28.9)	SI3-20.40		48.7822	Simpson Island	Lava Flow			272.3684	Extrusive : Igneous
-65	This study	Basalt	SI3(20.1 to 28.9)	SI3-20.45	oriented core	48.7822	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	192.0	272.3684	Igneous : Extrusive
-90	This study	Basalt	SI3(20.1 to 28.9)	SI3-21.3	oriented core	48.7822	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	195.0	272.3684	Igneous : Extrusive
	This study	Basaltic Lava	SI3(20.1 to 28.9)	SI3-21.30		48.7822	Simpson Island	Lava Flow			272.3684	Extrusive : Igneous
-89	This study	Basalt	SI3(20.1 to 28.9)	SI3-21.35	oriented core	48.7822	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	192.0	272.3684	Igneous : Extrusive
-50	This study	Basalt	SI3(20.1 to 28.9)	SI3-22.3	oriented core	48.7822	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	176.0	272.3684	Igneous : Extrusive
	This study	Basaltic Lava	SI3(20.1 to 28.9)	SI3-22.30		48.7822	Simpson Island	Lava Flow			272.3684	Extrusive : Igneous
-33	This study	Basalt	SI3(20.1 to 28.9)	SI3-22.35	oriented core	48.7822	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	218.0	272.3684	Igneous : Extrusive
-30	This study	Basalt	SI3(20.1 to 28.9)	SI3-22.6	oriented core	48.7822	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	44.0	272.3684	Igneous : Extrusive
	This study	Basaltic Lava	SI3(20.1 to 28.9)	SI3-22.60		48.7822	Simpson Island	Lava Flow			272.3684	Extrusive : Igneous
-32	This study	Basalt	SI3(20.1 to 28.9)	SI3-22.65	oriented core	48.7822	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	26.0	272.3684	Igneous : Extrusive
-57	This study	Basalt	SI3(20.1 to 28.9)	SI3-27.9	oriented core	48.7822	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	330.0	272.3684	Igneous : Extrusive
	This study	Basaltic Lava	SI3(20.1 to 28.9)	SI3-27.90		48.7822	Simpson Island	Lava Flow			272.3684	Extrusive : Igneous
-53	This study	Basalt	SI3(2.3 to 5.5)	SI3-3.6	oriented core	48.7827	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	207.0	272.3674	Igneous : Extrusive
	This study	Basaltic Lava	SI3(2.3 to 5.5)	SI3-3.60		48.7827	Simpson Island	Lava Flow			272.3674	Extrusive : Igneous
-62	This study	Basalt	SI3(2.3 to 5.5)	SI3-3.7	oriented core	48.7827	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	221.0	272.3674	Igneous : Extrusive
	This study	Basaltic Lava	SI3(2.3 to 5.5)	SI3-3.70		48.7827	Simpson Island	Lava Flow			272.3674	Extrusive : Igneous
-26	This study	Basalt	SI3(36.9 to 48.4)	SI3-37.8	oriented core	48.7817	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	164.0	272.369	Igneous : Extrusive
	This study	Basaltic Lava	SI3(36.9 to 48.4)	SI3-37.80		48.7817	Simpson Island	Lava Flow			272.369	Extrusive : Igneous
-19	This study	Basalt	SI3(36.9 to 48.4)	SI3-37.85	oriented core	48.7817	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	173.0	272.369	Igneous : Extrusive
-85	This study	Basalt	SI3(36.9 to 48.4)	SI3-38.7	oriented core	48.7817	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	190.0	272.369	Igneous : Extrusive
	This study	Basaltic Lava	SI3(36.9 to 48.4)	SI3-38.70		48.7817	Simpson Island	Lava Flow			272.369	Extrusive : Igneous
-62	This study	Basalt	SI3(36.9 to 48.4)	SI3-38.8	oriented core	48.7817	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	184.0	272.369	Igneous : Extrusive
	This study	Basaltic Lava	SI3(36.9 to 48.4)	SI3-38.80		48.7817	Simpson Island	Lava Flow			272.369	Extrusive : Igneous
-14	This study	Basalt	SI3(36.9 to 48.4)	SI3-39.8	oriented core	48.7817	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	60.0	272.369	Igneous : Extrusive
	This study	Basaltic Lava	SI3(36.9 to 48.4)	SI3-39.80		48.7817	Simpson Island	Lava Flow			272.369	Extrusive : Igneous
-15	This study	Basalt	SI3(36.9 to 48.4)	SI3-39.82	oriented core	48.7817	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	70.0	272.369	Igneous : Extrusive
-76	This study	Basalt	SI3(2.3 to 5.5)	SI3-4.1	oriented core	48.7827	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	174.0	272.3674	Igneous : Extrusive
	This study	Basaltic Lava	SI3(2.3 to 5.5)	SI3-4.10		48.7827	Simpson Island	Lava Flow			272.3674	Extrusive : Igneous
-60	This study	Basalt	SI3(2.3 to 5.5)	SI3-4.2	oriented core	48.7827	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	196.0	272.3674	Igneous : Extrusive
	This study	Basaltic Lava	SI3(2.3 to 5.5)	SI3-4.20		48.7827	Simpson Island	Lava Flow			272.3674	Extrusive : Igneous
-83	This study	Basalt	SI3(2.3 to 5.5)	SI3-4.6	oriented core	48.7827	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	276.0	272.3674	Igneous : Extrusive
	This study	Basaltic Lava	SI3(2.3 to 5.5)	SI3-4.60		48.7827	Simpson Island	Lava Flow			272.3674	Extrusive : Igneous
-84	This study	Basalt	SI3(2.3 to 5.5)	SI3-4.7	oriented core	48.7827	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	274.0	272.3674	Igneous : Extrusive
-74	This study	Basalt	SI3(5.5 to 12.5)	SI3-5.6	oriented core	48.7826	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	294.0	272.3676	Igneous : Extrusive
-12	This study	Basalt	SI3(55.8 to 60.9)	SI3-58.0	oriented core	48.7812	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	122.0	272.3696	Igneous : Extrusive
	This study	Basaltic Lava	SI3(55.8 to 60.9)	SI3-58.00		48.7812	Simpson Island	Lava Flow			272.3696	Extrusive : Igneous
-6	This study	Basalt	SI3(55.8 to 60.9)	SI3-58.02	oriented core	48.7812	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	49.0	272.3696	Igneous : Extrusive
-12	This study	Basalt	SI3(55.8 to 60.9)	SI3-58.04	oriented core	48.7812	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	131.0	272.3696	Igneous : Extrusive
-14	This study	Basalt	SI3(55.8 to 60.9)	SI3-59.7	oriented core	48.7812	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	80.0	272.3696	Igneous : Extrusive
	This study	Basaltic Lava	SI3(55.8 to 60.9)	SI3-59.70		48.7812	Simpson Island	Lava Flow			272.3696	Extrusive : Igneous
-67	This study	Basalt	SI3(55.8 to 60.9)	SI3-59.8	oriented core	48.7812	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	309.0	272.3696	Igneous : Extrusive
	This study	Basaltic Lava	SI3(55.8 to 60.9)	SI3-59.80		48.7812	Simpson Island	Lava Flow			272.3696	Extrusive : Igneous
-20	This study	Basalt	SI3(55.8 to 60.9)	SI3-59.9	oriented core	48.7812	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	90.0	272.3696	Igneous : Extrusive
	This study	Basaltic Lava	SI3(55.8 to 60.9)	SI3-59.90		48.7812	Simpson Island	Lava Flow			272.3696	Extrusive : Igneous
-77	This study	Basalt	SI3(5.5 to 12.5)	SI3-6.4	oriented core	48.7826	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	182.0	272.3676	Igneous : Extrusive
-80	This study	Basalt	SI3(5.5 to 12.5)	SI3-7.05	oriented core	48.7826	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	222.0	272.3676	Igneous : Extrusive
-54	This study	Basalt	SI3(5.5 to 12.5)	SI3-7.2	oriented core	48.7826	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	61.0	272.3676	Igneous : Extrusive
	This study	Basaltic Lava	SI3(5.5 to 12.5)	SI3-7.20		48.7826	Simpson Island	Lava Flow			272.3676	Extrusive : Igneous
-41	This study	Basalt	SI3(5.5 to 12.5)	SI3-7.25	oriented core	48.7826	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	52.0	272.3676	Igneous : Extrusive
-21	This study	Basalt	SI3(5.5 to 12.5)	SI3-7.3	oriented core	48.7826	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	268.0	272.3676	Igneous : Extrusive
	This study	Basaltic Lava	SI3(5.5 to 12.5)	SI3-7.30		48.7826	Simpson Island	Lava Flow			272.3676	Extrusive : Igneous
-27	This study	Basalt	SI3(5.5 to 12.5)	SI3-8.3	oriented core	48.7826	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	176.0	272.3676	Igneous : Extrusive
	This study	Basaltic Lava	SI3(5.5 to 12.5)	SI3-8.30		48.7826	Simpson Island	Lava Flow			272.3676	Extrusive : Igneous
-50	This study	Basalt	SI3(5.5 to 12.5)	SI3-8.8	oriented core	48.7826	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	171.0	272.3676	Igneous : Extrusive
	This study	Basaltic Lava	SI3(5.5 to 12.5)	SI3-8.80		48.7826	Simpson Island	Lava Flow			272.3676	Extrusive : Igneous
-70	This study	Basalt	SI3(5.5 to 12.5)	SI3-9.6	oriented core	48.7826	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	181.0	272.3676	Igneous : Extrusive
	This study	Basaltic Lava	SI3(5.5 to 12.5)	SI3-9.60		48.7826	Simpson Island	Lava Flow			272.3676	Extrusive : Igneous
-74	This study	Basalt	SI3(5.5 to 12.5)	SI3-9.63	oriented core	48.7826	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	175.0	272.3676	Igneous : Extrusive
-56	This study	Diabase	SI3(D1 to D10)	SI3-D1	oriented core	48.7805	Simpson Island	Dike	FS-FD:SO-POM:SO-CMD-NORTH	176.0	272.3699	Intrusive : Igneous
-80	This study	Diabase	SI3(D1 to D10)	SI3-D10	oriented core	48.7805	Simpson Island	Dike	FS-FD:SO-POM:SO-CMD-NORTH	185.0	272.3699	Intrusive : Igneous
-57	This study	Diabase	SI3(D1 to D10)	SI3-D2	oriented core	48.7805	Simpson Island	Dike	FS-FD:SO-POM:SO-CMD-NORTH	178.0	272.3699	Intrusive : Igneous
-59	This study	Diabase	SI3(D1 to D10)	SI3-D3	oriented core	48.7805	Simpson Island	Dike	FS-FD:SO-POM:SO-CMD-NORTH	160.0	272.3699	Intrusive : Igneous
-57	This study	Diabase	SI3(D1 to D10)	SI3-D4	oriented core	48.7805	Simpson Island	Dike	FS-FD:SO-POM:SO-CMD-NORTH	167.0	272.3699	Intrusive : Igneous
-52	This study	Diabase	SI3(D1 to D10)	SI3-D5	oriented core	48.7805	Simpson Island	Dike	FS-FD:SO-POM:SO-CMD-NORTH	173.0	272.3699	Intrusive : Igneous
-42	This study	Diabase	SI3(D1 to D10)	SI3-D6	oriented core	48.7805	Simpson Island	Dike	FS-FD:SO-POM:SO-CMD-NORTH	150.0	272.3699	Intrusive : Igneous
-31	This study	Diabase	SI3(D1 to D10)	SI3-D7	oriented core	48.7805	Simpson Island	Dike	FS-FD:SO-POM:SO-CMD-NORTH	171.0	272.3699	Intrusive : Igneous
-37	This study	Diabase	SI3(D1 to D10)	SI3-D8	oriented core	48.7805	Simpson Island	Dike	FS-FD:SO-POM:SO-CMD-NORTH	184.0	272.3699	Intrusive : Igneous
-51	This study	Diabase	SI3(D1 to D10)	SI3-D9	oriented core	48.7805	Simpson Island	Dike	FS-FD:SO-POM:SO-CMD-NORTH	189.0	272.3699	Intrusive : Igneous
-23	This study	Basalt	SI4(0.0 to 13.8)	SI4-1.9	oriented core	48.7525	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	12.0	272.4029	Igneous : Extrusive
-25	This study	Basalt	SI4(106.0 to 121.4)	SI4-108.00	oriented core	48.7499	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	345.0	272.4047	Igneous : Extrusive
-26	This study	Basalt	SI4(106.0 to 121.4)	SI4-109.20	oriented core	48.7499	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	15.0	272.4047	Igneous : Extrusive
-30	This study	Basalt	SI4(106.0 to 121.4)	SI4-109.21	oriented core	48.7499	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	314.0	272.4047	Igneous : Extrusive
-32	This study	Basalt	SI4(106.0 to 121.4)	SI4-109.40	oriented core	48.7499	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	324.0	272.4047	Igneous : Extrusive
-28	This study	Basalt	SI4(106.0 to 121.4)	SI4-111.40	oriented core	48.7499	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	336.0	272.4047	Igneous : Extrusive
-60	This study	Basalt	SI4(106.0 to 121.4)	SI4-111.60	oriented core	48.7499	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	231.0	272.4047	Igneous : Extrusive
-77	This study	Basalt	SI4(106.0 to 121.4)	SI4-113.40	oriented core	48.7499	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	190.0	272.4047	Igneous : Extrusive
-74	This study	Basalt	SI4(106.0 to 121.4)	SI4-113.50	oriented core	48.7499	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	184.0	272.4047	Igneous : Extrusive
-78	This study	Basalt	SI4(106.0 to 121.4)	SI4-113.60	oriented core	48.7499	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	185.0	272.4047	Igneous : Extrusive
-55	This study	Basalt	SI4(121.4 to 127.3)	SI4-122.80	oriented core	48.7494	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	322.0	272.4046	Igneous : Extrusive
-79	This study	Basalt	SI4(121.4 to 127.3)	SI4-123.10	oriented core	48.7494	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	274.0	272.4046	Igneous : Extrusive
-74	This study	Basalt	SI4(121.4 to 127.3)	SI4-123.65	oriented core	48.7494	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	256.0	272.4046	Igneous : Extrusive
-69	This study	Basalt	SI4(121.4 to 127.3)	SI4-123.70	oriented core	48.7494	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	262.0	272.4046	Igneous : Extrusive
-52	This study	Basalt	SI4(121.4 to 127.3)	SI4-123.80	oriented core	48.7494	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	226.0	272.4046	Igneous : Extrusive
-112	This study	Basalt	SI4(121.4 to 127.3)	SI4-123.81	oriented core	48.7494	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	283.0	272.4046	Igneous : Extrusive
-60	This study	Basalt	SI4(121.4 to 127.3)	SI4-124.05	oriented core	48.7494	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	220.0	272.4046	Igneous : Extrusive
-75	This study	Basalt	SI4(121.4 to 127.3)	SI4-124.10	oriented core	48.7494	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	268.0	272.4046	Igneous : Extrusive
-26	This study	Basalt	SI4(133.8 to 143.1)	SI4-138.60	oriented core	48.749	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	326.0	272.4045	Igneous : Extrusive
-67	This study	Basalt	SI4(133.8 to 143.1)	SI4-138.70	oriented core	48.749	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	159.0	272.4045	Igneous : Extrusive
-30	This study	Basalt	SI4(133.8 to 143.1)	SI4-139.20	oriented core	48.749	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	227.0	272.4045	Igneous : Extrusive
-15	This study	Basalt	SI4(133.8 to 143.1)	SI4-139.80	oriented core	48.749	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	78.0	272.4045	Igneous : Extrusive
-26	This study	Basalt	SI4(133.8 to 143.1)	SI4-139.81	oriented core	48.749	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	68.0	272.4045	Igneous : Extrusive
-67	This study	Basalt	SI4(13.8 to 20.2)	SI4-14.0	oriented core	48.7524	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	185.0	272.4027	Igneous : Extrusive
-63	This study	Basalt	SI4(133.8 to 143.1)	SI4-140.80	oriented core	48.749	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	144.0	272.4045	Igneous : Extrusive
-65	This study	Basalt	SI4(133.8 to 143.1)	SI4-140.85	oriented core	48.749	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	143.0	272.4045	Igneous : Extrusive
-67	This study	Basalt	SI4(133.8 to 143.1)	SI4-140.90	oriented core	48.749	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	142.0	272.4045	Igneous : Extrusive
-59	This study	Basalt	SI4(133.8 to 143.1)	SI4-141.30	oriented core	48.749	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	63.0	272.4045	Igneous : Extrusive
-64	This study	Basalt	SI4(13.8 to 20.2)	SI4-15.1	oriented core	48.7524	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	164.0	272.4027	Igneous : Extrusive
-82	This study	Basalt	SI4(13.8 to 20.2)	SI4-15.7	oriented core	48.7524	Simpson Island	Lava Flow	FS-FD:SO-POM:SO-CMD-NORTH	178.0	272.4027	Igneous : Extrusive
