tab 	specimens
analysts	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_s_unit	aniso_tilt_correction	aniso_type	citations	experiments	instrument_codes	method_codes	result_quality	sample	specimen	volume
	0.3469:0.3479:0.3052:0.0002:-0.0012:-0.0029	15	0.0000	SI	-1	AMS	This study	318-u1356a-63r-3-w-83_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-63r-3-w-83	318-u1356a-63r-3-w-83	
	0.3468999863:0.3479000032:0.3052000105:0.0002000000:-0.0012000001:-0.0029000000	15	0.0000	SI	0	AMS	This study	318-u1356a-63r-3-w-83_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-63r-3-w-83	318-u1356a-63r-3-w-83	
							This study					318-u1356a-63r-2-w-73	318-u1356a-63r-2-w-73	7.000e-06
	0.3473:0.3474:0.3053:0.0000:0.0009:-0.0007	15	0.0002	SI	-1	AMS	This study	318-u1356a-63r-2-w-73_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-63r-2-w-73	318-u1356a-63r-2-w-73	
	0.3472999930:0.3474000096:0.3052999973:0.0000000000:0.0009000000:-0.0007000000	15	0.0002	SI	0	AMS	This study	318-u1356a-63r-2-w-73_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-63r-2-w-73	318-u1356a-63r-2-w-73	
							This study					318-u1356a-62r-cc-w-27	318-u1356a-62r-cc-w-27	7.000e-06
	0.3375:0.3376:0.3249:0.0004:0.0004:0.0006	15	0.0000	SI	-1	AMS	This study	318-u1356a-62r-cc-w-27_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-62r-cc-w-27	318-u1356a-62r-cc-w-27	
	0.3375000060:0.3375999928:0.3249000013:0.0004000000:0.0004000000:0.0006000000	15	0.0000	SI	0	AMS	This study	318-u1356a-62r-cc-w-27_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-62r-cc-w-27	318-u1356a-62r-cc-w-27	
							This study					318-u1356a-59r-cc-w-10	318-u1356a-59r-cc-w-10	7.000e-06
	0.3441:0.3417:0.3142:-0.0019:-0.0012:-0.0005	15	0.0000	SI	-1	AMS	This study	318-u1356a-59r-cc-w-10_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-59r-cc-w-10	318-u1356a-59r-cc-w-10	
	0.3440999985:0.3416999876:0.3142000139:-0.0019000000:-0.0012000001:-0.0005000000	15	0.0000	SI	0	AMS	This study	318-u1356a-59r-cc-w-10_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-59r-cc-w-10	318-u1356a-59r-cc-w-10	
							This study					318-u1356a-68r-2-w-69	318-u1356a-68r-2-w-69	7.000e-06
	0.3446:0.3462:0.3092:0.0004:-0.0013:-0.0023	15	0.0000	SI	-1	AMS	This study	318-u1356a-68r-2-w-69_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-68r-2-w-69	318-u1356a-68r-2-w-69	
	0.3445999920:0.3461999893:0.3091999888:0.0004000000:-0.0013000000:-0.0023000001	15	0.0000	SI	0	AMS	This study	318-u1356a-68r-2-w-69_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-68r-2-w-69	318-u1356a-68r-2-w-69	
							This study					318-u1356a-68r-3-w-104	318-u1356a-68r-3-w-104	7.000e-06
	0.3472:0.3468:0.3060:0.0000:-0.0034:0.0002	15	0.0001	SI	-1	AMS	This study	318-u1356a-68r-3-w-104_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-68r-3-w-104	318-u1356a-68r-3-w-104	
	0.3472000062:0.3467999995:0.3059999943:0.0000000000:-0.0034000000:0.0002000000	15	0.0001	SI	0	AMS	This study	318-u1356a-68r-3-w-104_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-68r-3-w-104	318-u1356a-68r-3-w-104	
							This study					318-u1356a-68r-4-w-16	318-u1356a-68r-4-w-16	7.000e-06
	0.3443:0.3435:0.3121:-0.0008:0.0022:0.0023	15	0.0001	SI	-1	AMS	This study	318-u1356a-68r-4-w-16_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-68r-4-w-16	318-u1356a-68r-4-w-16	
	0.3443000019:0.3434999883:0.3120999932:-0.0008000000:0.0022000000:0.0023000001	15	0.0001	SI	0	AMS	This study	318-u1356a-68r-4-w-16_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-68r-4-w-16	318-u1356a-68r-4-w-16	
							This study					318-u1356a-68r-5-w-5	318-u1356a-68r-5-w-5	7.000e-06
	0.3438:0.3446:0.3116:0.0004:-0.0001:-0.0037	15	0.0000	SI	-1	AMS	This study	318-u1356a-68r-5-w-5_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-68r-5-w-5	318-u1356a-68r-5-w-5	
	0.3438000083:0.3445999920:0.3115999997:0.0004000000:-0.0001000000:-0.0037000000	15	0.0000	SI	0	AMS	This study	318-u1356a-68r-5-w-5_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-68r-5-w-5	318-u1356a-68r-5-w-5	
							This study					318-u1356a-70r-2-w-73	318-u1356a-70r-2-w-73	7.000e-06
	0.3454:0.3453:0.3093:-0.0008:-0.0015:-0.0013	15	0.0001	SI	-1	AMS	This study	318-u1356a-70r-2-w-73_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-70r-2-w-73	318-u1356a-70r-2-w-73	
	0.3454000056:0.3452999890:0.3093000054:-0.0008000000:-0.0015000000:-0.0013000000	15	0.0001	SI	0	AMS	This study	318-u1356a-70r-2-w-73_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-70r-2-w-73	318-u1356a-70r-2-w-73	
							This study					318-u1356a-68r-6-w-98	318-u1356a-68r-6-w-98	7.000e-06
	0.3471:0.3477:0.3052:0.0000:-0.0017:0.0021	15	0.0001	SI	-1	AMS	This study	318-u1356a-68r-6-w-98_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-68r-6-w-98	318-u1356a-68r-6-w-98	
	0.3470999897:0.3476999998:0.3052000105:0.0000000000:-0.0017000000:0.0020999999	15	0.0001	SI	0	AMS	This study	318-u1356a-68r-6-w-98_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-68r-6-w-98	318-u1356a-68r-6-w-98	
							This study					318-u1356a-69r-1-w-70	318-u1356a-69r-1-w-70	7.000e-06
	0.3436:0.3440:0.3125:0.0009:-0.0016:0.0008	15	0.0000	SI	-1	AMS	This study	318-u1356a-69r-1-w-70_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-1-w-70	318-u1356a-69r-1-w-70	
	0.3436000049:0.3440000117:0.3125000000:0.0009000000:-0.0016000000:0.0008000000	15	0.0000	SI	0	AMS	This study	318-u1356a-69r-1-w-70_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-1-w-70	318-u1356a-69r-1-w-70	
							This study					318-u1356a-69r-2-w-106	318-u1356a-69r-2-w-106	7.000e-06
	0.3442:0.3442:0.3116:0.0000:0.0001:-0.0032	15	0.0001	SI	-1	AMS	This study	318-u1356a-69r-2-w-106_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-2-w-106	318-u1356a-69r-2-w-106	
	0.3441999853:0.3441999853:0.3115999997:0.0000000000:0.0001000000:-0.0031999999	15	0.0001	SI	0	AMS	This study	318-u1356a-69r-2-w-106_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-2-w-106	318-u1356a-69r-2-w-106	
							This study					318-u1356a-69r-3-w-45	318-u1356a-69r-3-w-45	7.000e-06
	0.3439:0.3437:0.3124:-0.0004:-0.0012:0.0028	15	0.0001	SI	-1	AMS	This study	318-u1356a-69r-3-w-45_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-3-w-45	318-u1356a-69r-3-w-45	
	0.3438999951:0.3436999917:0.3124000132:-0.0004000000:-0.0012000001:0.0027999999	15	0.0001	SI	0	AMS	This study	318-u1356a-69r-3-w-45_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-3-w-45	318-u1356a-69r-3-w-45	
							This study					318-u1356a-69r-4-w-122	318-u1356a-69r-4-w-122	7.000e-06
	0.3426:0.3426:0.3148:0.0003:0.0014:-0.0020	15	0.0001	SI	-1	AMS	This study	318-u1356a-69r-4-w-122_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-4-w-122	318-u1356a-69r-4-w-122	
	0.3425999880:0.3425999880:0.3147999942:0.0003000000:0.0014000000:-0.0020000001	15	0.0001	SI	0	AMS	This study	318-u1356a-69r-4-w-122_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-4-w-122	318-u1356a-69r-4-w-122	
							This study					318-u1356a-69r-5-w-87	318-u1356a-69r-5-w-87	7.000e-06
	0.3411:0.3436:0.3153:0.0005:0.0023:-0.0002	15	0.0001	SI	-1	AMS	This study	318-u1356a-69r-5-w-87_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-5-w-87	318-u1356a-69r-5-w-87	
	0.3411000073:0.3436000049:0.3152999878:0.0005000000:0.0023000001:-0.0002000000	15	0.0001	SI	0	AMS	This study	318-u1356a-69r-5-w-87_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-5-w-87	318-u1356a-69r-5-w-87	
							This study					318-u1356a-69r-6-w-58	318-u1356a-69r-6-w-58	7.000e-06
	0.3423:0.3419:0.3158:0.0003:-0.0028:0.0003	15	0.0000	SI	-1	AMS	This study	318-u1356a-69r-6-w-58_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-6-w-58	318-u1356a-69r-6-w-58	
	0.3422999978:0.3418999910:0.3158000112:0.0003000000:-0.0027999999:0.0003000000	15	0.0000	SI	0	AMS	This study	318-u1356a-69r-6-w-58_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-6-w-58	318-u1356a-69r-6-w-58	
							This study					318-u1356a-70r-1-w-42	318-u1356a-70r-1-w-42	7.000e-06
	0.3419:0.3410:0.3171:-0.0004:0.0016:0.0008	15	0.0000	SI	-1	AMS	This study	318-u1356a-70r-1-w-42_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-70r-1-w-42	318-u1356a-70r-1-w-42	
	0.3418999910:0.3409999907:0.3170999885:-0.0004000000:0.0016000000:0.0008000000	15	0.0000	SI	0	AMS	This study	318-u1356a-70r-1-w-42_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-70r-1-w-42	318-u1356a-70r-1-w-42	
							This study					318-u1356a-70r-3-w-54	318-u1356a-70r-3-w-54	7.000e-06
	0.3436:0.3426:0.3138:0.0003:0.0014:-0.0020	15	0.0000	SI	-1	AMS	This study	318-u1356a-70r-3-w-54_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-70r-3-w-54	318-u1356a-70r-3-w-54	
	0.3436000049:0.3425999880:0.3138000071:0.0003000000:0.0014000000:-0.0020000001	15	0.0000	SI	0	AMS	This study	318-u1356a-70r-3-w-54_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-70r-3-w-54	318-u1356a-70r-3-w-54	
							This study					318-u1356a-70r-4-w-13	318-u1356a-70r-4-w-13	7.000e-06
	0.3448:0.3443:0.3109:-0.0004:-0.0046:-0.0021	15	0.0001	SI	-1	AMS	This study	318-u1356a-70r-4-w-13_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-70r-4-w-13	318-u1356a-70r-4-w-13	
	0.3447999954:0.3443000019:0.3109000027:-0.0004000000:-0.0046000001:-0.0020999999	15	0.0001	SI	0	AMS	This study	318-u1356a-70r-4-w-13_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-70r-4-w-13	318-u1356a-70r-4-w-13	
							This study					318-u1356a-71r-1-w-85	318-u1356a-71r-1-w-85	7.000e-06
	0.3427:0.3429:0.3145:0.0001:0.0023:-0.0004	15	0.0000	SI	-1	AMS	This study	318-u1356a-71r-1-w-85_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-71r-1-w-85	318-u1356a-71r-1-w-85	
	0.3427000046:0.3429000080:0.3145000041:0.0001000000:0.0023000001:-0.0004000000	15	0.0000	SI	0	AMS	This study	318-u1356a-71r-1-w-85_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-71r-1-w-85	318-u1356a-71r-1-w-85	
							This study					318-u1356a-71r-3-w-73	318-u1356a-71r-3-w-73	7.000e-06
	0.3452:0.3459:0.3089:-0.0002:-0.0020:-0.0017	15	0.0001	SI	-1	AMS	This study	318-u1356a-71r-3-w-73_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-71r-3-w-73	318-u1356a-71r-3-w-73	
	0.3452000022:0.3458999991:0.3088999987:-0.0002000000:-0.0020000001:-0.0017000000	15	0.0001	SI	0	AMS	This study	318-u1356a-71r-3-w-73_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-71r-3-w-73	318-u1356a-71r-3-w-73	
							This study					318-u1356a-71r-4-w-61	318-u1356a-71r-4-w-61	7.000e-06
	0.3452:0.3453:0.3095:0.0002:0.0036:-0.0012	15	0.0000	SI	-1	AMS	This study	318-u1356a-71r-4-w-61_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-71r-4-w-61	318-u1356a-71r-4-w-61	
	0.3452000022:0.3452999890:0.3095000088:0.0002000000:0.0035999999:-0.0012000001	15	0.0000	SI	0	AMS	This study	318-u1356a-71r-4-w-61_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-71r-4-w-61	318-u1356a-71r-4-w-61	
							This study					318-u1356a-71r-5-w-95	318-u1356a-71r-5-w-95	7.000e-06
	0.3440:0.3439:0.3122:-0.0000:-0.0020:0.0020	15	0.0001	SI	-1	AMS	This study	318-u1356a-71r-5-w-95_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-71r-5-w-95	318-u1356a-71r-5-w-95	
	0.3440000117:0.3438999951:0.3122000098:0.0000000000:-0.0020000001:0.0020000001	15	0.0001	SI	0	AMS	This study	318-u1356a-71r-5-w-95_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-71r-5-w-95	318-u1356a-71r-5-w-95	
							This study					318-u1356a-72r-1-w-91	318-u1356a-72r-1-w-91	7.000e-06
	0.3468:0.3444:0.3088:-0.0006:0.0014:-0.0000	15	0.0001	SI	-1	AMS	This study	318-u1356a-72r-1-w-91_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-1-w-91	318-u1356a-72r-1-w-91	
	0.3467999995:0.3443999887:0.3088000119:-0.0006000000:0.0014000000:0.0000000000	15	0.0001	SI	0	AMS	This study	318-u1356a-72r-1-w-91_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-1-w-91	318-u1356a-72r-1-w-91	
							This study					318-u1356a-72r-2-w-129	318-u1356a-72r-2-w-129	7.000e-06
	0.3450:0.3443:0.3107:0.0002:-0.0034:0.0003	15	0.0001	SI	-1	AMS	This study	318-u1356a-72r-2-w-129_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-2-w-129	318-u1356a-72r-2-w-129	
	0.3449999988:0.3443000019:0.3106999993:0.0002000000:-0.0034000000:0.0003000000	15	0.0001	SI	0	AMS	This study	318-u1356a-72r-2-w-129_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-2-w-129	318-u1356a-72r-2-w-129	
							This study					318-u1356a-72r-3-w-72	318-u1356a-72r-3-w-72	7.000e-06
	0.3425:0.3430:0.3146:0.0003:0.0013:-0.0032	15	0.0000	SI	-1	AMS	This study	318-u1356a-72r-3-w-72_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-3-w-72	318-u1356a-72r-3-w-72	
	0.3425000012:0.3429999948:0.3145999908:0.0003000000:0.0013000000:-0.0031999999	15	0.0000	SI	0	AMS	This study	318-u1356a-72r-3-w-72_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-3-w-72	318-u1356a-72r-3-w-72	
							This study					318-u1356a-72r-4-w-86	318-u1356a-72r-4-w-86	7.000e-06
	0.3454:0.3447:0.3100:-0.0001:0.0004:-0.0031	15	0.0001	SI	-1	AMS	This study	318-u1356a-72r-4-w-86_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-4-w-86	318-u1356a-72r-4-w-86	
	0.3454000056:0.3447000086:0.3100000024:-0.0001000000:0.0004000000:-0.0031000001	15	0.0001	SI	0	AMS	This study	318-u1356a-72r-4-w-86_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-4-w-86	318-u1356a-72r-4-w-86	
							This study					318-u1356a-72r-5-w-140	318-u1356a-72r-5-w-140	7.000e-06
	0.3459:0.3477:0.3064:0.0009:0.0014:0.0004	15	0.0001	SI	-1	AMS	This study	318-u1356a-72r-5-w-140_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-5-w-140	318-u1356a-72r-5-w-140	
	0.3458999991:0.3476999998:0.3064000010:0.0009000000:0.0014000000:0.0004000000	15	0.0001	SI	0	AMS	This study	318-u1356a-72r-5-w-140_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-5-w-140	318-u1356a-72r-5-w-140	
	0.3456:0.3478:0.3066:0.0008:0.0014:0.0010	15	0.0001	SI	-1	AMS	This study	318-u1356a-72r-5-w-140_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-5-w-140	318-u1356a-72r-5-w-140	
	0.3456000090:0.3477999866:0.3066000044:0.0008000000:0.0014000000:0.0010000000	15	0.0001	SI	0	AMS	This study	318-u1356a-72r-5-w-140_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-5-w-140	318-u1356a-72r-5-w-140	
	0.3455:0.3478:0.3067:0.0009:0.0014:0.0009	15	0.0001	SI	-1	AMS	This study	318-u1356a-72r-5-w-140_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-5-w-140	318-u1356a-72r-5-w-140	
	0.3454999924:0.3477999866:0.3066999912:0.0009000000:0.0014000000:0.0009000000	15	0.0001	SI	0	AMS	This study	318-u1356a-72r-5-w-140_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-5-w-140	318-u1356a-72r-5-w-140	
	0.3453:0.3444:0.3103:-0.0004:0.0017:0.0017	15	0.0000	SI	-1	AMS	This study	318-u1356a-72r-5-w-140_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-5-w-140	318-u1356a-72r-5-w-140	
	0.3452999890:0.3443999887:0.3102999926:-0.0004000000:0.0017000000:0.0017000000	15	0.0000	SI	0	AMS	This study	318-u1356a-72r-5-w-140_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-5-w-140	318-u1356a-72r-5-w-140	
	0.3456:0.3444:0.3100:-0.0005:0.0018:0.0015	15	0.0001	SI	-1	AMS	This study	318-u1356a-72r-5-w-140_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-5-w-140	318-u1356a-72r-5-w-140	
	0.3456000090:0.3443999887:0.3100000024:-0.0005000000:0.0018000000:0.0015000000	15	0.0001	SI	0	AMS	This study	318-u1356a-72r-5-w-140_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-5-w-140	318-u1356a-72r-5-w-140	
							This study					318-u1356a-72r-6-w-4	318-u1356a-72r-6-w-4	7.000e-06
	0.3478:0.3484:0.3038:-0.0007:-0.0038:-0.0042	15	0.0003	SI	-1	AMS	This study	318-u1356a-72r-6-w-4_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-6-w-4	318-u1356a-72r-6-w-4	
	0.3477999866:0.3483999968:0.3037999868:-0.0007000000:-0.0038000001:-0.0041999999	15	0.0003	SI	0	AMS	This study	318-u1356a-72r-6-w-4_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-6-w-4	318-u1356a-72r-6-w-4	
	0.3479:0.3481:0.3040:-0.0005:-0.0034:-0.0041	15	0.0001	SI	-1	AMS	This study	318-u1356a-72r-6-w-4_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-6-w-4	318-u1356a-72r-6-w-4	
	0.3479000032:0.3481000066:0.3039999902:-0.0005000000:-0.0034000000:-0.0041000000	15	0.0001	SI	0	AMS	This study	318-u1356a-72r-6-w-4_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-6-w-4	318-u1356a-72r-6-w-4	
	0.3479:0.3482:0.3039:-0.0003:-0.0032:-0.0040	15	0.0001	SI	-1	AMS	This study	318-u1356a-72r-6-w-4_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-6-w-4	318-u1356a-72r-6-w-4	
	0.3479000032:0.3481999934:0.3039000034:-0.0003000000:-0.0031999999:-0.0040000002	15	0.0001	SI	0	AMS	This study	318-u1356a-72r-6-w-4_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-6-w-4	318-u1356a-72r-6-w-4	
							This study					318-u1356a-73r-3-w-74	318-u1356a-73r-3-w-74	7.000e-06
	0.3438:0.3441:0.3121:-0.0002:0.0020:0.0011	15	0.0001	SI	-1	AMS	This study	318-u1356a-73r-3-w-74_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-3-w-74	318-u1356a-73r-3-w-74	
	0.3438000083:0.3440999985:0.3120999932:-0.0002000000:0.0020000001:0.0011000000	15	0.0001	SI	0	AMS	This study	318-u1356a-73r-3-w-74_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-3-w-74	318-u1356a-73r-3-w-74	
	0.3439:0.3438:0.3123:0.0000:0.0021:0.0010	15	0.0001	SI	-1	AMS	This study	318-u1356a-73r-3-w-74_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-3-w-74	318-u1356a-73r-3-w-74	
	0.3438999951:0.3438000083:0.3122999966:0.0000000000:0.0020999999:0.0010000000	15	0.0001	SI	0	AMS	This study	318-u1356a-73r-3-w-74_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-3-w-74	318-u1356a-73r-3-w-74	
	0.3439:0.3439:0.3122:0.0000:0.0022:0.0010	15	0.0001	SI	-1	AMS	This study	318-u1356a-73r-3-w-74_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-3-w-74	318-u1356a-73r-3-w-74	
	0.3438999951:0.3438999951:0.3122000098:0.0000000000:0.0022000000:0.0010000000	15	0.0001	SI	0	AMS	This study	318-u1356a-73r-3-w-74_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-3-w-74	318-u1356a-73r-3-w-74	
							This study					318-u1356a-73r-4-w-38	318-u1356a-73r-4-w-38	7.000e-06
	0.3425:0.3432:0.3143:0.0003:0.0006:-0.0028	15	0.0000	SI	-1	AMS	This study	318-u1356a-73r-4-w-38_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-4-w-38	318-u1356a-73r-4-w-38	
	0.3425000012:0.3431999981:0.3143000007:0.0003000000:0.0006000000:-0.0027999999	15	0.0000	SI	0	AMS	This study	318-u1356a-73r-4-w-38_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-4-w-38	318-u1356a-73r-4-w-38	
							This study					318-u1356a-73r-1-w-93	318-u1356a-73r-1-w-93	7.000e-06
	0.3480:0.3485:0.3035:-0.0004:-0.0032:-0.0040	15	0.0001	SI	-1	AMS	This study	318-u1356a-73r-1-w-93_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-1-w-93	318-u1356a-73r-1-w-93	
	0.3479999900:0.3485000134:0.3034999967:-0.0004000000:-0.0031999999:-0.0040000002	15	0.0001	SI	0	AMS	This study	318-u1356a-73r-1-w-93_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-1-w-93	318-u1356a-73r-1-w-93	
							This study					318-u1356a-73r-5-w-23	318-u1356a-73r-5-w-23	7.000e-06
	0.3403:0.3494:0.3103:0.0048:0.0041:-0.0139	15	0.0002	SI	-1	AMS	This study	318-u1356a-73r-5-w-23_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-5-w-23	318-u1356a-73r-5-w-23	
	0.3402999938:0.3494000137:0.3102999926:0.0048000002:0.0041000000:-0.0138999997	15	0.0002	SI	0	AMS	This study	318-u1356a-73r-5-w-23_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-5-w-23	318-u1356a-73r-5-w-23	
							This study					318-u1356a-75r-1-w-124	318-u1356a-75r-1-w-124	7.000e-06
	0.3463:0.3473:0.3064:-0.0000:0.0026:-0.0005	15	0.0001	SI	-1	AMS	This study	318-u1356a-75r-1-w-124_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-75r-1-w-124	318-u1356a-75r-1-w-124	
	0.3463000059:0.3472999930:0.3064000010:0.0000000000:0.0026000000:-0.0005000000	15	0.0001	SI	0	AMS	This study	318-u1356a-75r-1-w-124_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-75r-1-w-124	318-u1356a-75r-1-w-124	
							This study					318-u1356a-75r-3-w-30	318-u1356a-75r-3-w-30	7.000e-06
	0.3476:0.3433:0.3091:-0.0014:0.0045:-0.0011	15	0.0001	SI	-1	AMS	This study	318-u1356a-75r-3-w-30_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-75r-3-w-30	318-u1356a-75r-3-w-30	
	0.3476000130:0.3433000147:0.3091000021:-0.0014000000:0.0044999998:-0.0011000000	15	0.0001	SI	0	AMS	This study	318-u1356a-75r-3-w-30_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-75r-3-w-30	318-u1356a-75r-3-w-30	
							This study					318-u1356a-75r-4-w-65	318-u1356a-75r-4-w-65	7.000e-06
	0.3391:0.3481:0.3128:-0.0011:0.0014:0.0013	15	0.0001	SI	-1	AMS	This study	318-u1356a-75r-4-w-65_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-75r-4-w-65	318-u1356a-75r-4-w-65	
	0.3391000032:0.3481000066:0.3127999902:-0.0011000000:0.0014000000:0.0013000000	15	0.0001	SI	0	AMS	This study	318-u1356a-75r-4-w-65_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-75r-4-w-65	318-u1356a-75r-4-w-65	
							This study					318-u1356a-76r-1-w-36	318-u1356a-76r-1-w-36	7.000e-06
	0.3408:0.3429:0.3163:0.0003:0.0012:-0.0001	15	0.0001	SI	-1	AMS	This study	318-u1356a-76r-1-w-36_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-76r-1-w-36	318-u1356a-76r-1-w-36	
	0.3407999873:0.3429000080:0.3163000047:0.0003000000:0.0012000001:-0.0001000000	15	0.0001	SI	0	AMS	This study	318-u1356a-76r-1-w-36_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-76r-1-w-36	318-u1356a-76r-1-w-36	
